Date,Time,Transaction Details,Transaction ID,UTR No,Type,Amount,Category,Year,Month
"Oct 09, 2025",06:45 PM,Paid to MOHAMMED SADIQ Y,T2510091845309253251518,613189649517,Debit,150.0,Personal Transfers,2025,2025-10
"Oct 09, 2025",07:25 PM,Paid to Purti Jain,T2510091925159466531059,584062243707,Debit,4000.0,Personal Transfers,2025,2025-10
"Oct 09, 2025",11:37 PM,Paid to MD GULSHAD ALTAMASH,T2510092336566616629419,392372048745,Debit,360.0,Personal Transfers,2025,2025-10
"Oct 10, 2025",01:37 PM,Paid to Shaadi ki biryani,AC232510101336599978259251,296864841268,Debit,55.0,Food & Dining,2025,2025-10
"Oct 11, 2025",01:08 PM,Paid to ZEPTO MARKETPLACE PRIVATE LIMITED,T2510111308217068002133,841703510089,Debit,1.0,Shopping & E-Commerce,2025,2025-10
"Oct 11, 2025",06:10 PM,Paid to FLIPKART PAYMENTS,T2510111809594579162101,556132740393,Debit,262.0,Shopping & E-Commerce,2025,2025-10
"Oct 13, 2025",08:44 AM,Paid to BMTC BUS KA57F2721,T2510130844264322648374,693749716796,Debit,12.0,Transport & Fuel,2025,2025-10
"Oct 13, 2025",03:21 PM,Paid,OMO2510131520495466514369,916412290863,Debit,2100.0,Personal Transfers,2025,2025-10
"Oct 14, 2025",08:48 AM,Paid to Valli fruit and vegetables,AC232510140848082609036742,795594894109,Debit,5.0,Groceries & Essentials,2025,2025-10
"Oct 14, 2025",08:52 AM,Paid to BMTC BUS KA57F3132,T2510140852402980910133,970105299421,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 14, 2025",11:01 AM,Paid to ANKIT KUMAR,T2510141101082671559199,70365527261,Debit,1500.0,Personal Transfers,2025,2025-10
"Oct 14, 2025",01:26 PM,Paid to Shaadi ki biryani,AC232510141326154520938583,262077262301,Debit,75.0,Food & Dining,2025,2025-10
"Oct 14, 2025",07:37 PM,Paid to BMTC BUS KA57F3459,T2510141937171512057979,637674545022,Debit,12.0,Transport & Fuel,2025,2025-10
"Oct 14, 2025",08:01 PM,Paid to Valli fruit and vegetables,AC232510142001208445541961,914735869039,Debit,30.0,Groceries & Essentials,2025,2025-10
"Oct 15, 2025",08:48 AM,Paid to Valli fruit and vegetables,AC232510150848273615541627,651627783983,Debit,5.0,Groceries & Essentials,2025,2025-10
"Oct 15, 2025",08:59 AM,Paid to BMTC BUS KA51AJ6908,T2510150859078519291000,307155817391,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 15, 2025",09:20 AM,Paid to RICHMOND SOFT DRINKS 1,AC232510150920518265068454,308126939478,Debit,10.0,Food & Dining,2025,2025-10
"Oct 15, 2025",01:31 PM,Paid to Shaadi ki biryani,AC232510151331015123052695,260378635317,Debit,60.0,Food & Dining,2025,2025-10
"Oct 16, 2025",05:25 PM,Paid to SRUJAN SARATHI SAMAL,T2510161725543722178569,838616521803,Debit,1090.0,Personal Transfers,2025,2025-10
"Oct 16, 2025",08:05 PM,Paid to BMTC BUS KA57F3459,T2510162005021367203338,46247853859,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 16, 2025",08:26 PM,Paid to Sri Mallikarjunaswamy enterprises,T2510162026438779649131,582406910803,Debit,153.0,Personal Transfers,2025,2025-10
"Oct 17, 2025",09:02 AM,Paid to BMTC BUS KA57F0833,T2510170902222194231320,741355354727,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 18, 2025",02:11 PM,Paid to Vijayalakshmi provision Store,AC232510181411301824871034,377586730488,Debit,20.0,Personal Transfers,2025,2025-10
"Oct 18, 2025",06:07 PM,Paid to Swiggy,T2510181807313509507970,114693038477,Debit,578.0,Personal Transfers,2025,2025-10
"Oct 18, 2025",09:22 PM,Paid to Gnanavel,T2510182122482334472536,523926953853,Debit,125.0,Personal Transfers,2025,2025-10
"Oct 20, 2025",04:06 PM,Paid to Google Play,OLEX2510201606272755670340,332085192935,Debit,29.99,Subscriptions & Digital,2025,2025-10
"Oct 21, 2025",09:02 AM,Paid to BMTC BUS KA57F4241,T2510210902500430809462,907559009692,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 21, 2025",01:32 PM,Paid to Shaadi ki biryani,AC232510211332294153353334,4951945112,Debit,70.0,Food & Dining,2025,2025-10
"Oct 21, 2025",09:10 PM,Paid to BMTC BUS KA57F0476,T2510212110080870966721,688828584694,Debit,12.0,Transport & Fuel,2025,2025-10
"Oct 21, 2025",09:40 PM,Paid to Bangalore Metro Rail Corporation Ltd,T2510212140216760807908,766388459873,Debit,60.0,Transport & Fuel,2025,2025-10
"Oct 22, 2025",06:19 PM,Paid to Bangalore Metro Rail Corporation Ltd,T2510221819356771192975,683145807476,Debit,180.0,Transport & Fuel,2025,2025-10
"Oct 22, 2025",10:32 PM,Paid to Meghana Stall,T2510222232371417719626,182537585736,Debit,9.0,Personal Transfers,2025,2025-10
"Oct 23, 2025",09:12 AM,Paid to BMTC BUS KA57F0007,T2510230911587378727795,942010859267,Debit,24.0,Transport & Fuel,2025,2025-10
"Oct 23, 2025",01:42 PM,Paid to Shaadi ki biryani,AC232510231342093534667149,933701656551,Debit,55.0,Food & Dining,2025,2025-10
"Oct 23, 2025",04:33 PM,Paid to VIMALESH KUMAR,T2510231633453141109637,614804834694,Debit,60.0,Personal Transfers,2025,2025-10
"Oct 24, 2025",09:01 AM,Paid to Prasad Kumar,T2510240901065270809038,46885588932,Debit,10.0,Personal Transfers,2025,2025-10
"Oct 24, 2025",01:36 PM,Paid to Shaadi ki biryani,AC232510241336557593052392,698968041821,Debit,55.0,Food & Dining,2025,2025-10
"Oct 24, 2025",06:26 PM,Paid to BMTC BUS KA51AJ6392,T2510241826157699362599,508946144120,Debit,12.0,Transport & Fuel,2025,2025-10
"Oct 24, 2025",08:14 PM,Paid to Sumanth Peruri,T2510242014481411274383,103152034877,Debit,2000.0,Personal Transfers,2025,2025-10
"Oct 25, 2025",12:16 PM,Paid to JUHI KUMARI,T2510251216471679821600,981985163732,Debit,20198.0,Personal Transfers,2025,2025-10
"Oct 25, 2025",09:58 PM,Paid to Shilpa E G,T2510252158017904730213,494563899863,Debit,20.0,Personal Transfers,2025,2025-10
"Oct 25, 2025",10:53 PM,Paid to **\*\***2575,T2510252252581033557556,419143811589,Debit,1200.0,Personal Transfers,2025,2025-10
"Oct 26, 2025",01:39 AM,Paid to ZEPTONOW,T2510260139384771192662,783936799481,Debit,294.06,Shopping & E-Commerce,2025,2025-10
"Oct 26, 2025",11:09 AM,Paid to Naveena bee s,T2510261109214111210653,336488860333,Debit,80.0,Personal Transfers,2025,2025-10
"Oct 27, 2025",08:46 AM,Paid to BMTC BUS KA57F3840,T2510270846441862613774,220913174945,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 27, 2025",11:27 AM,Paid to Sumanth Peruri,T2510271127273718609673,406763111104,Debit,3000.0,Personal Transfers,2025,2025-10
"Oct 27, 2025",01:26 PM,Paid to Shaadi ki biryani,AC232510271326368540302194,843261396110,Debit,55.0,Food & Dining,2025,2025-10
"Oct 27, 2025",01:34 PM,Paid to ROYAL MART SUPER MARKET,T2510271334391729087045,481796821198,Debit,61.0,Groceries & Essentials,2025,2025-10
"Oct 27, 2025",01:44 PM,Paid to ROYAL MART SUPER MARKET,T2510271344004966395275,175824243845,Debit,157.0,Groceries & Essentials,2025,2025-10
"Oct 27, 2025",08:45 PM,Paid to BMTC BUS KA51AJ6655,T2510272045321635126913,129306072280,Debit,24.0,Transport & Fuel,2025,2025-10
"Oct 27, 2025",10:08 PM,Paid to pbabu,T2510272208526187259094,680383164958,Debit,8250.0,Personal Transfers,2025,2025-10
"Oct 27, 2025",10:59 PM,Paid to KARTHIK R,T2510272259026639821949,819229874403,Debit,80.0,Personal Transfers,2025,2025-10
"Oct 28, 2025",08:46 AM,Paid to BMTC BUS KA57F5193,T2510280846301766760142,817055517068,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 28, 2025",01:36 PM,Paid to Shaadi ki biryani,AC232510281336109475068663,475642108291,Debit,55.0,Food & Dining,2025,2025-10
"Oct 28, 2025",08:58 PM,Paid to BMTC BUS KA57F4977,T2510282058170598602996,393499504453,Debit,12.0,Transport & Fuel,2025,2025-10
"Oct 29, 2025",08:59 AM,Paid to BMTC BUS KA57F3418,T2510290858599615258762,627341002739,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 29, 2025",01:49 PM,Paid to Shaadi ki biryani,AC232510291349382738969779,710642383770,Debit,55.0,Food & Dining,2025,2025-10
"Oct 29, 2025",02:54 PM,Paid to RIYA BHARTI,T2510291454247206910615,910466612561,Debit,500.0,Personal Transfers,2025,2025-10
"Oct 29, 2025",08:01 PM,Paid to RAJU D A,T2510292001227854186787,560747640280,Debit,30.0,Personal Transfers,2025,2025-10
"Oct 30, 2025",01:22 PM,Paid to BMTC BUS KA57F6022,T2510301322551093076844,714185544605,Debit,6.0,Transport & Fuel,2025,2025-10
"Oct 30, 2025",01:35 PM,Paid to palm suites,T2510301335413933979613,653209717978,Debit,1200.0,Travel & Stays,2025,2025-10
"Oct 30, 2025",05:03 PM,Paid to ZEPTO MARKETPLACE PRIVATE LIMITED,T2510301703285033408713,22032616325,Debit,259.87,Shopping & E-Commerce,2025,2025-10
"Oct 30, 2025",10:01 PM,Paid to WWW EATSURE COM,T2510302201543432690113,323766087506,Debit,297.0,Personal Transfers,2025,2025-10
"Oct 31, 2025",08:31 AM,Paid to BMTC BUS KA51AJ6392,T2510310831111070151064,702868871883,Debit,12.0,Transport & Fuel,2025,2025-10
"Oct 31, 2025",01:38 PM,Paid to Shaadi ki biryani,AC232510311338525930302218,118313631325,Debit,55.0,Food & Dining,2025,2025-10
"Oct 31, 2025",01:40 PM,Paid to Nandini Shop Ravish,AC232510311340551068912916,564226868148,Debit,10.0,Personal Transfers,2025,2025-10
"Oct 31, 2025",07:46 PM,Paid to BMTC BUS KA57F3121,T2510311945566164316842,162214264350,Debit,24.0,Transport & Fuel,2025,2025-10
"Nov 02, 2025",09:25 PM,Paid to YUKTHA MEDICAL AND GENERAL STORE,T2511022125437704504825,606682689481,Debit,35.0,Medical & Health,2025,2025-11
"Nov 03, 2025",08:42 AM,Paid to BMTC BUS KA51AJ6386,T2511030842059934948100,244774580773,Debit,12.0,Transport & Fuel,2025,2025-11
"Nov 03, 2025",01:34 PM,Paid to Shaadi ki biryani,AC232511031334113765541715,186662304589,Debit,115.0,Food & Dining,2025,2025-11
"Nov 04, 2025",09:02 AM,Paid to BMTC BUS KA51AJ6386,T2511040902221687747545,665106869392,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 04, 2025",01:29 PM,Paid to Shaadi ki biryani,AC232511041329067574502105,562380056503,Debit,55.0,Food & Dining,2025,2025-11
"Nov 05, 2025",09:14 AM,Paid to BMTC BUS KA01F9427,T2511050913394780939030,427513219130,Debit,12.0,Transport & Fuel,2025,2025-11
"Nov 05, 2025",01:02 PM,Paid to OpenAI LLC,OLEX2511051302392739508426,530913487264,Debit,1.0,Personal Transfers,2025,2025-11
"Nov 07, 2025",08:42 AM,Paid to BMTC BUS KA51AJ6167,T2511070842406825793941,516383593073,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 07, 2025",04:29 PM,Paid to SAURABH KUMAR,T2511071628577191489216,161689680738,Debit,60.0,Personal Transfers,2025,2025-11
"Nov 07, 2025",07:48 PM,Paid to Pappu Nishad,AC232511071948159840074184,309420067188,Debit,60.0,Food & Dining,2025,2025-11
"Nov 07, 2025",11:08 PM,Paid to Hot momos,AC232511072308505002796436,676869466637,Debit,150.0,Food & Dining,2025,2025-11
"Nov 08, 2025",06:34 PM,Paid to Google Play,OLEX2511081834453817419313,653141753125,Debit,2.0,Subscriptions & Digital,2025,2025-11
"Nov 09, 2025",10:13 AM,Paid to RAMAKRISHNA S,T2511091013321582126680,108113208295,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 09, 2025",10:36 AM,Paid to SRI LAKSHMI VENKATESHWARA TRADERS,T2511091036374949086440,982271743877,Debit,70.0,Groceries & Essentials,2025,2025-11
"Nov 09, 2025",10:38 AM,Paid to K S Darshan,T2511091038522982342602,205110745591,Debit,100.0,Personal Transfers,2025,2025-11
"Nov 09, 2025",10:21 PM,Paid to Purti Jain,T2511092221303404527810,238993580326,Debit,2000.0,Personal Transfers,2025,2025-11
"Nov 10, 2025",08:46 AM,Paid to BMTC BUS KA57F5972,T2511100846238615408747,119959793535,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 10, 2025",01:34 PM,Paid to Shaadi ki biryani,AC232511101334020253352457,22483741114,Debit,55.0,Food & Dining,2025,2025-11
"Nov 11, 2025",08:46 AM,Paid to BMTC BUS KA57F3132,T2511110846253990011270,193585535659,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 11, 2025",08:48 AM,Paid to BMTC BUS KA57F3132,T2511110848398037425669,586506631407,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 11, 2025",12:34 PM,Paid to UPSTOX SECURITIES PVT LTD,T2511111234300118822115,961821615619,Debit,10266.0,Investment,2025,2025-11
"Nov 11, 2025",12:39 PM,Paid to UPSTOX SECURITIES PVT LTD,T2511111239369918379434,447551648391,Debit,100.0,Investment,2025,2025-11
"Nov 11, 2025",01:17 PM,Paid to UPSTOX SECURITIES PVT LTD,T2511111317006231450145,532240503949,Debit,9950.0,Investment,2025,2025-11
"Nov 11, 2025",01:31 PM,Paid to UPSTOX SECURITIES PVT LTD,T2511111331146488277791,634747742639,Debit,5125.0,Investment,2025,2025-11
"Nov 11, 2025",01:39 PM,Paid to Shaadi ki biryani,AC232511111339147042796378,99127082832,Debit,55.0,Food & Dining,2025,2025-11
"Nov 11, 2025",07:28 PM,Paid to BMTC BUS KA57F2724,T2511111928531692282226,413875185881,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 12, 2025",08:36 AM,Paid to Beerappa,T2511120836467831518169,122407205813,Debit,10.0,Personal Transfers,2025,2025-11
"Nov 12, 2025",06:18 PM,Paid to Mohit kumar snacks,AC232511121818206872781685,239747360892,Debit,35.0,Personal Transfers,2025,2025-11
"Nov 13, 2025",08:46 AM,Paid to K B Nebisa,T2511130846029762402918,444190647573,Debit,10.0,Personal Transfers,2025,2025-11
"Nov 13, 2025",08:51 AM,Paid to BMTC BUS KA57F3132,T2511130851145140961569,300383348654,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 13, 2025",01:49 PM,Paid to Shaadi ki biryani,AC232511131348581585429276,64241448820,Debit,40.0,Food & Dining,2025,2025-11
"Nov 14, 2025",08:57 AM,Paid to BMTC BUS KA57F4241,T2511140857155580290333,46059079829,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 14, 2025",01:31 PM,Paid to Shaadi ki biryani,AC232511141331108999693176,848357916660,Debit,55.0,Food & Dining,2025,2025-11
"Nov 14, 2025",06:48 PM,Paid to BMTC BUS KA57F6022,T2511141848014702839220,352361722990,Debit,12.0,Transport & Fuel,2025,2025-11
"Nov 14, 2025",07:35 PM,Paid to Morning Star Bombay Saloon,AC232511141935314150427862,524369817623,Debit,120.0,Food & Dining,2025,2025-11
"Nov 15, 2025",02:23 PM,Paid to Mr GIRDHARI SINGH,T2511151423103685388230,457040577361,Debit,10.0,Personal Transfers,2025,2025-11
"Nov 15, 2025",10:30 PM,Paid to SRUJAN SARATHI SAMAL,T2511152230517588312774,746926162112,Debit,1234.0,Personal Transfers,2025,2025-11
"Nov 16, 2025",09:54 AM,Paid to RAMAKRISHNA S,T2511160954092963570102,2573738582,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 16, 2025",10:09 AM,Paid to Y V TEA SHOP,T2511161009138469565748,595623873454,Debit,10.0,Food & Dining,2025,2025-11
"Nov 17, 2025",01:30 PM,Paid to Shaadi ki biryani,AC232511171330053043352541,196093827160,Debit,35.0,Food & Dining,2025,2025-11
"Nov 18, 2025",08:50 AM,Paid to BMTC BUS KA57F3132,T2511180850433766617909,108065594249,Debit,8.0,Transport & Fuel,2025,2025-11
"Nov 18, 2025",01:38 PM,Paid to Shaadi ki biryani,AC232511181338038375487135,260862525920,Debit,55.0,Food & Dining,2025,2025-11
"Nov 18, 2025",06:17 PM,Paid to BMTC BUS KA51AJ6373,T2511181817332251069439,20088391863,Debit,24.0,Transport & Fuel,2025,2025-11
"Nov 18, 2025",06:37 PM,Paid to Mangalore fresh,AC232511181837107787678487,543748951700,Debit,124.0,Groceries & Essentials,2025,2025-11
"Nov 19, 2025",08:50 AM,Paid to BMTC BUS KA51AJ6386,T2511190850179542766050,591959249020,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 19, 2025",01:35 PM,Paid to Shaadi ki biryani,AC232511191335076053470592,813152186916,Debit,55.0,Food & Dining,2025,2025-11
"Nov 19, 2025",07:34 PM,Paid to Mr GIRDHARI SINGH,T2511191933564576932524,104475781789,Debit,20.0,Personal Transfers,2025,2025-11
"Nov 20, 2025",08:37 AM,Paid to RAMAKRISHNA S,T2511200837456030932432,265088526035,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 20, 2025",08:47 AM,Paid to BMTC BUS KA51AJ6383,T2511200847472589693315,138044405277,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 20, 2025",07:38 PM,Paid to BMTC BUS KA57F5307,T2511201938544957868729,709553955594,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 20, 2025",07:59 PM,Paid to Kamakshi vegitables,AC232511201959411910440598,102487377682,Debit,20.0,Groceries & Essentials,2025,2025-11
"Nov 21, 2025",09:08 AM,Paid to BMTC BUS KA51AJ6385,T2511210908047349935345,537121627064,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 21, 2025",09:08 AM,Paid to BMTC BUS KA51AJ6385,T2511210908319591377309,159596544965,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 21, 2025",01:43 PM,Paid to SAGAYA RAJ,AC232511211343507364089895,629560007421,Debit,45.0,Groceries & Essentials,2025,2025-11
"Nov 21, 2025",06:59 PM,Paid to BMTC BUS KA57F6022,T2511211859012929496183,881902366912,Debit,12.0,Transport & Fuel,2025,2025-11
"Nov 22, 2025",01:35 PM,Paid to K B Nebisa,T2511221334556892139276,470780892579,Debit,75.0,Personal Transfers,2025,2025-11
"Nov 22, 2025",04:55 PM,Paid to RAMAKRISHNA S,T2511221655213381751086,712050000720,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 22, 2025",05:02 PM,Paid to Pappu Nishad,AC232511221702207960124854,532719056350,Debit,30.0,Food & Dining,2025,2025-11
"Nov 23, 2025",07:06 PM,Paid to Tacobell Nexus Mall,T2511231906151686838365,971192610090,Debit,576.0,Personal Transfers,2025,2025-11
"Nov 23, 2025",08:39 PM,Paid to STAR BAZAAR,T2511232039034764078522,126152960393,Debit,99.0,Groceries & Essentials,2025,2025-11
"Nov 23, 2025",10:15 PM,Paid to ZAPVI,T2511232215098516838118,657924925382,Debit,189.0,Personal Transfers,2025,2025-11
"Nov 24, 2025",08:40 AM,Paid to BMTC BUS KA51AJ6643,T2511240840223134254217,502496633414,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 24, 2025",01:37 PM,Paid to SAGAYA RAJ,AC232511241337475449316131,383713688734,Debit,55.0,Groceries & Essentials,2025,2025-11
"Nov 24, 2025",06:58 PM,Paid to BMTC BUS KA57F3840,T2511241858416294409237,335551621566,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 25, 2025",09:08 AM,Paid to RAMAKRISHNA S,T2511250908011819714657,385946391100,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 25, 2025",06:33 PM,Paid to Sumanth Peruri,T2511251833316584985532,971303439962,Debit,3300.0,Personal Transfers,2025,2025-11
"Nov 26, 2025",08:46 AM,Paid to BMTC BUS KA51AJ6163,T2511260846494617623583,980347740472,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 26, 2025",04:51 PM,Paid to PALANI KALIDASAN,T2511261651431357876891,270013343255,Debit,40.0,Personal Transfers,2025,2025-11
"Nov 26, 2025",05:05 PM,Paid to vijayKumar,T2511261705363144818514,917513698829,Debit,100.0,Personal Transfers,2025,2025-11
"Nov 26, 2025",07:56 PM,Paid to SANTHOSH SO KURISIDDEGOWDA,T2511261956540044444830,91915095294,Debit,10.0,Personal Transfers,2025,2025-11
"Nov 26, 2025",10:26 PM,Paid to 7 DAYS HOT AND COOL BAR,T2511262226462379138505,322938790751,Debit,20.0,Personal Transfers,2025,2025-11
"Nov 26, 2025",10:38 PM,Paid to ANKITA PANDEY,T2511262238154508928497,593875793330,Debit,80.0,Personal Transfers,2025,2025-11
"Nov 27, 2025",09:08 AM,Paid to RAJESH,T2511270908322654067388,709249542059,Debit,10.0,Personal Transfers,2025,2025-11
"Nov 27, 2025",08:19 PM,Paid to BMTC BUS KA51AJ6907,T2511272019047938614785,582143506166,Debit,6.0,Transport & Fuel,2025,2025-11
"Nov 27, 2025",08:58 PM,Paid to KIRAN POOJARY,AC232511272058396308600589,849059632414,Debit,125.0,Personal Transfers,2025,2025-11
"Nov 27, 2025",08:59 PM,Paid to KIRAN POOJARY,AC232511272059495058682762,768437706518,Debit,20.0,Personal Transfers,2025,2025-11
"Nov 27, 2025",09:48 PM,Paid to Shafeena,AC232511272148073769808056,906164867951,Debit,70.0,Personal Transfers,2025,2025-11
"Nov 28, 2025",08:45 AM,Paid to NANJUNDESHWARA PROVISION STORE,AC232511280845154949316876,5924029937,Debit,20.0,Personal Transfers,2025,2025-11
"Nov 28, 2025",09:08 AM,Paid to RAJESH,T2511280908360786661840,227916655318,Debit,10.0,Personal Transfers,2025,2025-11
"Nov 28, 2025",01:29 PM,Paid to SAGAYA RAJ,AC232511281329186116153415,521552708497,Debit,45.0,Groceries & Essentials,2025,2025-11
"Nov 28, 2025",06:32 PM,Paid to Prasad Kumar,T2511281832146911673445,144285321860,Debit,40.0,Personal Transfers,2025,2025-11
"Nov 28, 2025",07:22 PM,Paid to Monica J,T2511281922529148330657,55655562078,Debit,160.0,Personal Transfers,2025,2025-11
"Nov 29, 2025",10:38 AM,Paid to RAMAKRISHNA S,T2511291038133384094431,924133718471,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 29, 2025",10:40 AM,Paid to SRI GANESH UPAHARA,AC232511291040090250245178,34191929083,Debit,30.0,Personal Transfers,2025,2025-11
"Nov 29, 2025",01:10 PM,Paid to Kamakshi vegitables,AC232511291310527348397025,885584066984,Debit,50.0,Groceries & Essentials,2025,2025-11
"Nov 29, 2025",08:39 PM,Paid,OMO2511292039151776946782V,993217931761,Debit,1222.0,Personal Transfers,2025,2025-11
"Nov 29, 2025",08:41 PM,Paid to Flipkart Internet Private Limited,T2511292041316668356113,738667345576,Debit,866.0,Shopping & E-Commerce,2025,2025-11
"Nov 30, 2025",11:12 AM,Paid,OMO2511301112356615429388V,703173229814,Debit,1222.0,Personal Transfers,2025,2025-11
"Nov 30, 2025",11:29 AM,Paid,OMO2511301128595199784187V,273111088770,Debit,784.0,Personal Transfers,2025,2025-11
"Dec 01, 2025",09:07 AM,Paid to BMTC BUS KA51AJ6373,T2512010907048104766914,579564309574,Debit,12.0,Transport & Fuel,2025,2025-12
"Dec 02, 2025",08:42 PM,Paid to BMTC BUS KA51AJ6651,T2512022041478532152256,319449797045,Debit,24.0,Transport & Fuel,2025,2025-12
"Dec 02, 2025",10:32 PM,Paid to P AROKIA DASS,T2512022232196983531027,100122295679,Debit,230.0,Personal Transfers,2025,2025-12
"Dec 02, 2025",10:42 PM,Paid to Saroj,AC232512022242328680440552,437987270428,Debit,60.0,Personal Transfers,2025,2025-12
"Dec 02, 2025",10:56 PM,Paid to Brothers fish fry,AC232512022256509668397835,680926698419,Debit,80.0,Personal Transfers,2025,2025-12
"Dec 03, 2025",07:55 AM,Paid,OMO2512030755292010283606V,868564545508,Debit,9.0,Personal Transfers,2025,2025-12
"Dec 03, 2025",08:30 PM,Paid to BMTC BUS KA51AJ6385,T2512032030053622289327,628308109135,Debit,12.0,Transport & Fuel,2025,2025-12
"Dec 04, 2025",09:07 AM,Paid to BMTC BUS KA51AJ6640,T2512040907053757867234,283306525130,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 04, 2025",07:51 PM,Paid to RAJESH,T2512041950570657134612,572576816437,Debit,10.0,Personal Transfers,2025,2025-12
"Dec 04, 2025",08:54 PM,Paid to pbabu,T2512042054412953810555,325877563288,Debit,8250.0,Personal Transfers,2025,2025-12
"Dec 04, 2025",11:06 PM,Paid to LASSI KING,AC232512042306416959808880,454537347459,Debit,50.0,Personal Transfers,2025,2025-12
"Dec 05, 2025",09:47 AM,Paid to BMTC BUS KA51AJ6637,T2512050946582275796013,737374747193,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 05, 2025",01:10 PM,Paid to SAGAYA RAJ,AC232512051310171076153431,668384232610,Debit,45.0,Groceries & Essentials,2025,2025-12
"Dec 07, 2025",06:50 PM,Paid to Kamakshi vegitables,AC232512071850167714089754,881338863847,Debit,50.0,Groceries & Essentials,2025,2025-12
"Dec 08, 2025",09:07 AM,Paid to BMTC BUS KA57F4241,T2512080907119541019845,496265479035,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 08, 2025",01:50 PM,Paid to TATA CLIQ,T2512081350073741577232,433940379677,Debit,2503.0,Shopping & E-Commerce,2025,2025-12
"Dec 08, 2025",07:38 PM,Paid to RAJU D A,T2512081938304526599926,101433178566,Debit,10.0,Personal Transfers,2025,2025-12
"Dec 08, 2025",07:41 PM,Paid to RAJU D A,T2512081941071881526274,789697188746,Debit,41.0,Personal Transfers,2025,2025-12
"Dec 08, 2025",07:41 PM,Paid to RAJU D A,T2512081941467676170902,164155087508,Debit,20.0,Personal Transfers,2025,2025-12
"Dec 08, 2025",08:07 PM,Paid to KIRAN POOJARY,AC232512082007051914089206,297242091074,Debit,140.0,Personal Transfers,2025,2025-12
"Dec 09, 2025",09:19 AM,Paid to BMTC BUS KA51AJ6386,T2512090919167878508145,315050380134,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 09, 2025",01:09 PM,Paid to UPSTOX SECURITIES PVT LTD,T2512091309454774575213,759355549904,Debit,9699.0,Investment,2025,2025-12
"Dec 09, 2025",07:54 PM,Paid to BMTC BUS KA57F6281,T2512091954031766563818,95183881083,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 10, 2025",08:54 AM,Paid to RAMAKRISHNA S,T2512100854036844650218,681831408005,Debit,30.0,Personal Transfers,2025,2025-12
"Dec 10, 2025",09:08 AM,Paid to BMTC BUS KA51AJ6640,T2512100907563923381411,879397998103,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 10, 2025",12:57 PM,Paid to UPSTOX SECURITIES PVT LTD,T2512101257527591208483,100376101944,Debit,1875.0,Investment,2025,2025-12
"Dec 10, 2025",01:29 PM,Paid to SOUBHAGYA PRUSTY,T2512101329215023381929,379574562821,Debit,825.0,Personal Transfers,2025,2025-12
"Dec 10, 2025",07:58 PM,Paid to BMTC BUS KA57F3459,T2512101958231116771858,342744092174,Debit,6.0,Transport & Fuel,2025,2025-12
"Dec 10, 2025",09:39 PM,Paid to Monica J,T2512102139416979564386,57088452337,Debit,330.0,Personal Transfers,2025,2025-12
"Dec 11, 2025",04:26 PM,Paid to Flipkart Internet Private Limited,T2512111626544986119343,31342147793,Debit,1401.0,Shopping & E-Commerce,2025,2025-12
"Dec 11, 2025",08:44 PM,Paid to BAKELAND BAKERY AND SWEETS,T2512112044235489830575,2520241110,Debit,50.0,Food & Dining,2025,2025-12
"Dec 12, 2025",09:05 AM,Paid to BMTC BUS KA51AJ6373,T2512120905317845256199,531351473611,Debit,6.0,Transport & Fuel,2025,2025-12
